ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
MA2,4-S-methyl-4-thio-alpha-D-glucopyranose,4-S-methyl-4-thio-alpha-D-glucose; 4-S-methyl-4-thio-D-glucose; 4-S-methyl-4-thio-glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MA2,MA2,FALSE,MA2,,,MA2,TRUE,alpha_only,alpha,glucopyranose,4-s-methyl-4-thio-alpha-d-glucopyranose
4SG,4-thio-alpha-D-glucopyranose,,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4SG,4SG,FALSE,4SG,SGC,anomer_group_7,"4SG, SGC",FALSE,both,alpha,glucopyranose,4-thio-alpha-d-glucopyranose
SGC,4-thio-beta-D-glucopyranose,4-DEOXY-4-THIO-BETA-D-GLUCOPYRANOSE; 4-thio-beta-D-glucose; 4-thio-D-glucose; 4-thio-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SGC,SGC,FALSE,4SG,SGC,anomer_group_7,"4SG, SGC",FALSE,both,beta,glucopyranose,4-thio-beta-d-glucopyranose
5GF,5-fluoro-beta-D-glucopyranose,5-fluoro-beta-D-glucose; 5-fluoro-D-glucose; 5-fluoro-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,5GF,5GF,FALSE,,5GF,,5GF,TRUE,beta_only,beta,glucopyranose,5-fluoro-beta-d-glucopyranose
6BG,6-bromo-6-deoxy-beta-D-glucopyranose,6-bromo-6-deoxy-beta-D-glucose; 6-bromo-6-deoxy-D-glucose; 6-bromo-6-deoxy-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6BG,6BG,FALSE,,6BG,,6BG,TRUE,beta_only,beta,glucopyranose,6-bromo-6-deoxy-beta-d-glucopyranose
RVG,"6-deoxy-2,3-di-O-methyl-beta-D-glucopyranose",,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RVG,RVG,FALSE,,RVG,,RVG,TRUE,beta_only,beta,glucopyranose,"6-deoxy-2,3-di-o-methyl-beta-d-glucopyranose"
JV4,6-deoxy-6-fluoro-1-O-phosphono-alpha-D-glucopyranose,6-deoxy-6-fluoro-1-O-phosphono-alpha-D-glucose; 6-deoxy-6-fluoro-1-O-phosphono-D-glucose; 6-deoxy-6-fluoro-1-O-phosphono-glucose,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,JV4,JV4,FALSE,JV4,,,JV4,TRUE,alpha_only,alpha,glucopyranose,6-deoxy-6-fluoro-1-o-phosphono-alpha-d-glucopyranose
BDZ,6-deoxy-alpha-L-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)]-2-(ace tylamino)-2-deoxy-beta-D-glucopyranose,,glucose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BDZ,BDZ,FALSE,,BDZ,,BDZ,TRUE,beta_only,beta,glucopyranose,6-deoxy-alpha-l-galactopyranosyl-(1->3)-[6-deoxy-alpha-l-galactopyranosyl-(1->2)-beta-d-galactopyranosyl-(1->4)]-2-(ace tylamino)-2-deoxy-beta-d-glucopyranose
6GB,6-O-(6-O-phosphono-beta-D-glucopyranosyl)-beta-D-glucopyranose,gentiobiose 6-phosphate,gentiobiose phosphate,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6GB,6GB,FALSE,,6GB,,6GB,TRUE,beta_only,beta,glucopyranose,6-o-(6-o-phosphono-beta-d-glucopyranosyl)-beta-d-glucopyranose
MLB,6-O-alpha-D-galactopyranosyl-alpha-D-glucopyranose,melibiose,melibiose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MLB,MLB,FALSE,MLB,,,MLB,TRUE,alpha_only,alpha,glucopyranose,6-o-alpha-d-galactopyranosyl-alpha-d-glucopyranose
U8V,6-O-butanoyl-alpha-D-glucopyranose,,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,U8V,U8V,FALSE,U8V,,,U8V,TRUE,alpha_only,alpha,glucopyranose,6-o-butanoyl-alpha-d-glucopyranose
U2D,6-O-decanoyl-alpha-D-glucopyranose,,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,U2D,U2D,FALSE,U2D,,,U2D,TRUE,alpha_only,alpha,glucopyranose,6-o-decanoyl-alpha-d-glucopyranose
TQY,6-O-octanoyl-alpha-D-glucopyranose,,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TQY,TQY,FALSE,TQY,,,TQY,TRUE,alpha_only,alpha,glucopyranose,6-o-octanoyl-alpha-d-glucopyranose
G6P,6-O-phosphono-alpha-D-glucopyranose,ALPHA-D-GLUCOSE-6-PHOSPHATE; 6-O-phosphono-alpha-D-glucose; 6-O-phosphono-D-glucose; 6-O-phosphono-glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,G6P,G6P,FALSE,G6P,BG6,anomer_group_17,"BG6, G6P",FALSE,both,alpha,glucopyranose,6-o-phosphono-alpha-d-glucopyranose
BG6,6-O-phosphono-beta-D-glucopyranose,BETA-D-GLUCOSE-6-PHOSPHATE; 6-O-phosphono-beta-D-glucose; 6-O-phosphono-D-glucose; 6-O-phosphono-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BG6,BG6,FALSE,G6P,BG6,anomer_group_17,"BG6, G6P",FALSE,both,beta,glucopyranose,6-o-phosphono-beta-d-glucopyranose
SGD,6-thio-alpha-D-glucopyranose,6-thio-alpha-D-glucose; 6-thio-D-glucose; 6-thio-glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SGD,SGD,FALSE,SGD,,,SGD,TRUE,alpha_only,alpha,glucopyranose,6-thio-alpha-d-glucopyranose
LAK,BETA-D-GALACTOPYRANOSYL-1-6-BETA-D-GLUCOPYRANOSE,ALLOLACTOSE,allolactose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LAK,LAK,FALSE,,LAK,,LAK,TRUE,beta_only,beta,glucopyranose,galactopyranosyl-1-6-beta-d-glucopyranose
BGC,beta-D-glucopyranose,beta-D-glucose; D-glucose; glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BGC,BGC,FALSE,GLC,BGC,anomer_group_18,"BGC, GLC",FALSE,both,beta,glucopyranose,glucopyranose
GLC,alpha-D-glucopyranose,alpha-D-glucose; D-glucose; glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GLC,GLC,FALSE,GLC,BGC,anomer_group_18,"BGC, GLC",FALSE,both,alpha,glucopyranose,glucopyranose
Z8T,beta-L-glucopyranose,beta-L-glucose; L-glucose; glucose,glucose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z8T,Z8T,FALSE,,Z8T,,Z8T,TRUE,beta_only,beta,glucopyranose,glucopyranose
MYG,"(1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside","GLUCOSAMINYL-(ALPHA-6)-D-MYO-INOSITOL; (1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucoside; (1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-D-glucoside; (1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MYG,MYG,FALSE,MYG,,,MYG,TRUE,alpha_only,alpha,glucopyranoside,"(1r,2r,3r,4r,5r,6s)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-d-glucopyranoside"
S81,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-glucopyranoside","(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-glucoside; (1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-D-glucoside; (1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,S81,S81,FALSE,S81,,,S81,TRUE,alpha_only,alpha,glucopyranoside,"(1r,2r,3s,4r,6s)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-d-glucopyranoside"
XXX,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-D-glucopyranoside","(2R,3S,4R,5R,6R)-6-((1R,2R,3S,4R,6S)-4,6-DIAMINO-2,3-DIHYDROXYCYCLOHEXYLOXY)-5-AMINO-2-(AMINOMETHYL)-TETRAHYDRO-2H-PYRA N-3,4-DIOL; NEOMYCIN A; NEAMINE; (1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-D-glucoside; (1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-D-glucoside; (1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,XXX,XXX,FALSE,XXX,,,XXX,TRUE,alpha_only,alpha,glucopyranoside,"(1r,2r,3s,4r,6s)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-d-glucopyranoside"
5QP,"(1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-D-glucopyranoside","(2~{R},3~{S},4~{S},5~{R},6~{S})-2-(hydroxymethyl)-6-[(1~{R},2~{S},3~{R},5~{S},6~{R})-2-(hydroxymethyl)-3,5,6-tris(oxida nyl)cyclohexyl]oxy-oxane-3,4,5-triol; gluosyl epi-cyclophellitol (bound form); (1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-D-glucoside; (1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl D-glucoside; (1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,5QP,5QP,FALSE,5QP,,,5QP,TRUE,alpha_only,alpha,glucopyranoside,"(1r,2r,3s,5r,6s)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-d-glucopyranoside"
MA8,"(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside","(2S,3R,5S,6S)-2,3,4,5,6-PENTAHYDROXYCYCLOHEXYL 2-(L-CYSTEINYLAMINO)-2-DEOXY-ALPHA-L-GLUCOPYRANOSIDE; (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucoside; (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-D-glucoside; (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MA8,MA8,FALSE,MA8,,,MA8,TRUE,alpha_only,alpha,glucopyranoside,"(1s,2r,3r,4s,5s,6r)-2,3,4,5,6-pentahydroxycyclohexyl 2-(l-cysteinylamino)-2-deoxy-alpha-d-glucopyranoside"
EPG,(2R)-oxiran-2-ylmethyl alpha-D-glucopyranoside,"2-HYDROXYMETHYL-6-OXIRANYLMETHOXY-TETRAHYDRO-PYRAN-3,4,5-TRIOL; 2,3-EPOXYPROPYL-ALPHA-D-GLUCOPYRANOSIDE; (2R)-oxiran-2-ylmethyl alpha-D-glucoside; (2R)-oxiran-2-ylmethyl D-glucoside; (2R)-oxiran-2-ylmethyl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,EPG,EPG,FALSE,EPG,,,EPG,TRUE,alpha_only,alpha,glucopyranoside,(2r)-oxiran-2-ylmethyl alpha-d-glucopyranoside
ABL,"(2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-D-glucopyranoside","5-amino-5-deoxy-cellobiono-1,5-lactam; (2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-D-glucoside; (2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl D-glucoside; (2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ABL,ABL,FALSE,,ABL,,ABL,TRUE,beta_only,beta,glucopyranoside,"(2r,3r,4r,5r)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-d-glucopyranoside"
RZM,"(2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-D-glucopyranoside","(2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-D-glucoside; (2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl D-glucoside; (2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RZM,RZM,FALSE,RZM,,,RZM,TRUE,alpha_only,alpha,glucopyranoside,"(2r,3r,4r,5r)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-d-glucopyranoside"
3YW,"(2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside","(2S)-2,3-dihydroxypropyl 2-(acetylamino)-2-deoxy-alpha-D-glucopyranoside; (2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-D-glucoside; (2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-D-glucoside; (2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,3YW,3YW,FALSE,3YW,,,3YW,TRUE,alpha_only,alpha,glucopyranoside,"(2s)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside"
J5B,(3R)-3-hydroxybutyl alpha-D-glucopyranoside,"(2~{R},3~{S},4~{S},5~{R},6~{S})-2-(hydroxymethyl)-6-[(3~{R})-3-oxidanylbutoxy]oxane-3,4,5-triol; reacted 3,4-EPOXYBUTYL-ALPHA-D-GLUCOPYRANOSIDE; (3R)-3-hydroxybutyl alpha-D-glucoside; (3R)-3-hydroxybutyl D-glucoside; (3R)-3-hydroxybutyl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,J5B,J5B,FALSE,J5B,,,J5B,TRUE,alpha_only,alpha,glucopyranoside,(3r)-3-hydroxybutyl alpha-d-glucopyranoside
9MR,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucopyranoside","CELLOBIOSE-LIKE ISOFAGOMINE; (3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucoside; (3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl D-glucoside; (3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,9MR,9MR,FALSE,,9MR,,9MR,TRUE,beta_only,beta,glucopyranoside,"(3r,4r,5r)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-d-glucopyranoside"
ISX,"(3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-D-glucopyranoside","GLUCOSE BETA-1,3-ISOFAGAMINE; (3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-D-glucoside; (3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl D-glucoside; (3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl glucoside",glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ISX,ISX,FALSE,,ISX,,ISX,TRUE,beta_only,beta,glucopyranoside,"(3r,4r,5r)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-d-glucopyranoside"
EBQ,(3S)-3-hydroxybutyl alpha-D-glucopyranoside,"(2~{R},3~{S},4~{S},5~{R},6~{S})-2-(hydroxymethyl)-6-[(3~{S})-3-oxidanylbutoxy]oxane-3,4,5-triol; reacted 3R,4-EPOXYBUTYL-ALPHA-D-GLUCOPYRANOSIDE; (3S)-3-hydroxybutyl alpha-D-glucoside; (3S)-3-hydroxybutyl D-glucoside; (3S)-3-hydroxybutyl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,EBQ,EBQ,FALSE,EBQ,,,EBQ,TRUE,alpha_only,alpha,glucopyranoside,(3s)-3-hydroxybutyl alpha-d-glucopyranoside
IDC,"(5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-D-glucopyranoside","5-HYDROXYMETHYL-5,6,7,8-TETRAHYDRO-IMIDAZO[1,2-A]PYRIDIN-6YL-7,8-DIOL-GLUCOPYRANOSIDE; IMIDAZOLE-DERIVED CELLOBIOSE; (5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-D-glucoside; (5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl D-glucoside; (5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,IDC,IDC,FALSE,,IDC,,IDC,TRUE,beta_only,beta,glucopyranoside,"(5r,6r,7r,8s)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-d-glucopyranoside"
A0K,"1,3-dihydroxypropan-2-yl alpha-D-glucopyranoside","(2~{S},3~{R},4~{S},5~{S},6~{R})-2-[1,3-bis(oxidanyl)propan-2-yloxy]-6-(hydroxymethyl)oxane-3,4,5-triol; 1,3-dihydroxypropan-2-yl alpha-D-glucoside; 1,3-dihydroxypropan-2-yl D-glucoside; 1,3-dihydroxypropan-2-yl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,A0K,A0K,FALSE,A0K,,,A0K,TRUE,alpha_only,alpha,glucopyranoside,"1,3-dihydroxypropan-2-yl alpha-d-glucopyranoside"
NFG,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-glucopyranoside","2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-glucoside; 2,4-dinitrophenyl 2-deoxy-2-fluoro-D-glucoside; 2,4-dinitrophenyl 2-deoxy-2-fluoro-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NFG,NFG,FALSE,,NFG,,NFG,TRUE,beta_only,beta,glucopyranoside,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-glucopyranoside"
P53,2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucopyranoside,Salicin-6-phosphate; 2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucoside; 2-(hydroxymethyl)phenyl 6-O-phosphono-D-glucoside; 2-(hydroxymethyl)phenyl 6-O-phosphono-glucoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,P53,P53,FALSE,,P53,,P53,TRUE,beta_only,beta,glucopyranoside,2-(hydroxymethyl)phenyl 6-o-phosphono-beta-d-glucopyranoside
SA0,2-(hydroxymethyl)phenyl beta-D-glucopyranoside,Salicin; 2-(hydroxymethyl)phenyl beta-D-glucoside; 2-(hydroxymethyl)phenyl D-glucoside; 2-(hydroxymethyl)phenyl glucoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SA0,SA0,FALSE,,SA0,,SA0,TRUE,beta_only,beta,glucopyranoside,2-(hydroxymethyl)phenyl beta-d-glucopyranoside
EBG,2-[(2S)-oxiran-2-yl]ethyl alpha-D-glucopyranoside,"2-HYDROXYMETHYL-6-(2-OXIRANYL-ETHOXY)-TETRAHYDRO-PYRAN-3,4,5-TRIOL; 3,4-EPOXYBUTYL-ALPHA-D-GLUCOPYRANOSIDE; 2-[(2S)-oxiran-2-yl]ethyl alpha-D-glucoside; 2-[(2S)-oxiran-2-yl]ethyl D-glucoside; 2-[(2S)-oxiran-2-yl]ethyl glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,EBG,EBG,FALSE,EBG,,,EBG,TRUE,alpha_only,alpha,glucopyranoside,2-[(2s)-oxiran-2-yl]ethyl alpha-d-glucopyranoside
EAG,2-aminoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,2-aminoethyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside; 2-AMINOETHYL N-ACETYL-D-GLUCOSAMINE; 2-aminoethyl 2-acetamido-2-deoxy-beta-D-glucoside; 2-aminoethyl 2-acetamido-2-deoxy-D-glucoside; 2-aminoethyl 2-acetamido-2-deoxy-glucoside,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,EAG,EAG,FALSE,,EAG,,EAG,TRUE,beta_only,beta,glucopyranoside,2-aminoethyl 2-acetamido-2-deoxy-beta-d-glucopyranoside
Z3Q,2-azidoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,2-azidoethyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside; 2-azidoethyl 2-acetamido-2-deoxy-beta-D-glucoside; 2-azidoethyl 2-acetamido-2-deoxy-D-glucoside; 2-azidoethyl 2-acetamido-2-deoxy-glucoside,azidoethyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z3Q,Z3Q,FALSE,,Z3Q,,Z3Q,TRUE,beta_only,beta,glucopyranoside,2-azidoethyl 2-acetamido-2-deoxy-beta-d-glucopyranoside
14T,"3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-D-glucopyranoside","3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-D-glucoside; 3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-D-glucoside; 3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,14T,14T,FALSE,,14T,,14T,TRUE,beta_only,beta,glucopyranoside,"3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-d-glucopyranoside"
6ZC,4-nitrophenyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,"N-[(2R,3R,4R,5S,6R)-6-(hydroxymethyl)-2-(4-nitrophenoxy)-4,5-bis(oxidanyl)oxan-3-yl]ethanamide; 4-nitrophenyl 2-acetamido-2-deoxy-alpha-D-glucoside; 4-nitrophenyl 2-acetamido-2-deoxy-D-glucoside; 4-nitrophenyl 2-acetamido-2-deoxy-glucoside",nitrophenyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6ZC,6ZC,FALSE,6ZC,,,6ZC,TRUE,alpha_only,alpha,glucopyranoside,4-nitrophenyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside
LEC,4-nitrophenyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,"N-[(2S,3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(4-nitrophenoxy)oxan-3-yl]ethanamide; 4-nitrophenyl 2-acetamido-2-deoxy-beta-D-glucoside; 4-nitrophenyl 2-acetamido-2-deoxy-D-glucoside; 4-nitrophenyl 2-acetamido-2-deoxy-glucoside",nitrophenyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LEC,LEC,FALSE,,LEC,,LEC,TRUE,beta_only,beta,glucopyranoside,4-nitrophenyl 2-acetamido-2-deoxy-beta-d-glucopyranoside
PNJ,4-nitrophenyl 2-amino-2-deoxy-beta-D-glucopyranoside,PNP-BETA-D-GLUCOSAMINE; 4-nitrophenyl 2-amino-2-deoxy-beta-D-glucoside; 4-nitrophenyl 2-amino-2-deoxy-D-glucoside; 4-nitrophenyl 2-amino-2-deoxy-glucoside,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PNJ,PNJ,FALSE,,PNJ,,PNJ,TRUE,beta_only,beta,glucopyranoside,4-nitrophenyl 2-amino-2-deoxy-beta-d-glucopyranoside
PNG,4-nitrophenyl alpha-D-glucopyranoside,4'-NITROPHENYL-ALPHA-D-GLUCOPYRANOSIDE; 4-nitrophenyl alpha-D-glucoside; 4-nitrophenyl D-glucoside; 4-nitrophenyl glucoside,nitrophenyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PNG,PNG,FALSE,PNG,,,PNG,TRUE,alpha_only,alpha,glucopyranoside,4-nitrophenyl alpha-d-glucopyranoside
